Date,Time,Location,Operator,Flight,Route,AC Type,Registration,cn/ln,Aboard,Aboard Passangers,Aboard Crew,Fatalities,Fatalities Passangers,Fatalities Crew,Ground,Summary,Lat,Lng,Country
1/26/1990,,"Zavkhan, Mongolia",MIAT - Mongolian Airlines,,Ulan Bator - Uliastaj,Antonov AN-26V,	 BNMAU-10208,	 57310208,30,25,5,30,25,5,0,The Antonov crashed after failing to find the destination airport at night.,48.2934284,96.4479958, Mongolia
1/27/1990,17:35,"Near Kinkala, Congo",Military - Congolese Air Force,,Pointe-Noire - Brazzaville,Nord 262C-66,TN-230,103,28,23,5,28,23,5,0,Rain and high winds caused the aircraft to crash 50 miles from it's destination of Brazzaville.,-4.3565973,14.7587752, Congo-Brazzaville
1/29/1990,2:00,"Burlington, Vermont",Airborne Express,,"Burlington, VT - Albany, NY",Cessna 208B Caravan I,N4688B,208B-0169,2,1,1,2,1,1,0,"In light snow, the cargo plane was unable to gain altitude and crashed into trees. The failure of the pilot to de-ice the airplane prior to departure, and his decision to make the takeoff at a weight that exceeded both the maximum structural takeoff weight and the reduced takeoff weight allowed for icing conditions resulting in an inadvertent stall.",44.4762975,-73.2135472, United States of America
1/29/1990,20:33,"Plattsburgh, New York",Wiggins Airways,,Plattsburgh - Syracuse,Cessna 208B Caravan I Super Cargomaster,N854FE,208B-0172,1,0,1,1,0,1,0,"The cargo plane took off at night in snow was unable to gain altitude, make a steep descent and crashed into trees. Loss of control in-flight after the airplane stalled during climbout. The stall resulted from a loss of lift due to a contaminated wing surface. Contributing to the accident was the failure of the pilot to de-ice the aircraft prior to departure.",44.69282,-73.45562, United States of America
2/5/1990,8:37,"Near Ibague, Colombia",Helicopteros Nacionales de Colombia,,Bogota via Neiva - Ibague,Grumman G-159 Gulfstream I,HK-3315X,24,15,11,4,15,11,4,0,"Struck Mt. El Saluda at 5,000 ft., near Image, after announcing a go-around with intentions of diverting to their alternate.",4.4446595,-75.2430012, Colombia
2/12/1990,9:29,"Bauru, Brazil",TAM (Brazil),,San Palo - Bauru - Aracatuba,Fokker 27 Friendship 200,PT-LCG,10206,40,36,4,2,1,1,2,"Crashed after an aborted landing following landing  too fast and 2/3rds down the runway. The pilot attempted a go-around, became airborne but stalled and crashed into houses and a car killing two people.",-22.3218102,-49.0705863, Brazil
2/14/1990,13:03,"Near Bangalore, India",Indian Airlines,605,Bombay - Bangalore,Airbus A320-231,VT-EPN,79,146,139,7,92,87,5,0,"On final approach, the aircraft descended below the normal approach profile until it hit the ground 2,300 ft. short and 200 ft. to the right of the runway centerline. The co-pilot's (in this case check captain's) flight director was left in the Open Descent Idle Mode instead of the Vertical Speed Mode, the prescribed setting for an approach and landing.The aircraft could not maintain the correct flight path at idle power. Failure of the crew to realize the gravity of the situation and respond immediately towards proper action of moving the throttles, even after the radio altitude call-outs.",12.9791198,77.5912997, India
2/17/1990,19:30,"Near Ngwerere, Zambia",Military - Zambian Air Force,,M'bala - Likouala,DHC-5 Buffalo,AF316,66,29,24,5,29,24,5,0,Suddenly dove into a field as it prepared to land at Likouala.,-15.2373918,28.4924995, Zambia
2/27/1990,19:47,"Denver, Colorado",Federal Express,,Aspen - Denver,Cessna 208A Caravan I Cargomaster,N820FE,208-00043,1,0,1,1,0,1,0,"While on an ILS approach, the cargo plane encountered icing conditions. Subsequently it entered a steep descent and crashed short of the runway. The accumulation of structural ice and subsequent stalling of the aircraft. The icing condition was a related factor.",39.7392364,-104.9848623, United States of America
3/1/1990,,"Near Meerut, India",Military - Indian Air Force,,,MiG-23,,,1,0,1,0,0,0,50,"After the pilot ejected safely, the aircraft crashed into two trucks killing 50 people on the ground.      ",28.9963296,77.7061915, India
3/12/1990,,"Off Freetown, Sierre Leone",Helicsa,,,Sikorsky S-58ET (helilcopter),EC-DDR,58-1617,13,NULL,NULL,11,NULL,NULL,0,Crashed into the sea after takeoff.,,,
3/21/1990,,"Las Mesitas, Honduras",TAN Honduras,,San Pedro - Tegucigalpa,Lockheed L-188CF Electra,HR-TNL,1134,3,0,3,3,0,3,0,"The cargo plane descended below the minimum safe altitude and struck a 7,000 mountain in poor weather.",,,
3/23/1990,,Santiago de Cuba,Cubana de Aviacion,,Santiago de Cuba-La Havane,Antonov AN-26,CU-T1436,7406,46,41,5,4,4,0,0,"During takeoff, close to V1 the takeoff was aborted. The aircraft overran the runway and crashed.",20.0223513,-75.8217639, Cuba
3/27/1990,11:00,"Kabul, Afghanistan",Aeroflot,,Kokand - Kabul,Ilyushin IL-76MD,CCCP-78781,83489670,11,2,9,11,2,9,0,The cargo plane stalled while on final and crashed while on approach after being ordered by ATC to discontinue the approach. Pilot error.,34.5260131,69.1776476, Afghanistan
3/27/1990,,"Near Kuito, Angola",Military - Angolan Air Force,,Kuito-Huambo,CASA 212 Aviocar 300,T-410,384,25,20,5,25,20,5,0,Shot down with a missile fired by UNITA rebels.,-12.3831319,16.9425484, Angola
4/12/1990,14:44,"Off Vaeroy, Norway",Wideroe's Flyveselksap,839,Vaeroy - Bodo,de Havilland Canada DHC-6 Twin Otter 300,LN-BNS,536,5,3,2,5,3,2,0,Control of the aircraft was lost when the push-pull rod to the elevator failed in heavy turbulence. The plane crashed into the sea.,67.6628897,12.6979035, Norway
4/18/1990,,"Off Contadora, Panama",Aeroperlas,,Panama City-Contadora-San Miguel,de Havilland Canada DHC-6 Twin Otter 200,N187AS,131,22,19,3,20,17,3,0,"Shortly after taking off, the plane crashed into the ocean three miles south of the Panamanian island of Contadora after experiencing problems with the No. 2 engine leading to loss of altitude and control of the aircraft. The engine failure was caused by bird ingestion.",,,
4/20/1990,,"Near Kinshasa, Zaire",Military - Zairean Air Force,,Kinshasa-Gbadolite,Lockheed C-130H,9T-TCG,4589,24,18,6,20,NULL,NULL,0,The propeller of the No. 3 engine separated which struck the No.4 propeller leading to a crash.,-4.3217055,15.3125974, Democratic Republic of the Congo
4/26/1990,6:21,"Near Manila, Philippines",MATS - Manila Aero Transport System,,Manila - Roxaz City,Douglas DC-3 (C-47A-30-DK),RP-C81,25325,24,22,2,7,7,0,0,"The plane crashed into a rice field after an engine failed during a landing attempt and the plane attempted to take off again, crashing outside of the airport boundary.",14.5906216,120.9799696, Philippines
4/30/1990,21:35,"Ship Sands Island, ON, Canada",Frontier Air,,"Timmins, Ontario - Ship Sands Island, Ontario",Beechcraft C99,C-FGAW,U197,4,2,2,1,0,1,0,While on VOR approach the aircraft flew into the ground.,,,
4/30/1990,21:38,"Tarbert, England",Military - Royal Air Force,,Timmins - Moosonee,Avro Shackleton AEW-2,WR965,U-197,10,0,10,10,0,10,0,Crashed into a mountain in poor weather while en route.,51.4568334,-0.081726, United Kingdom
5/5/1990,15:00,"Guatamala City , Guatemala",Aerial Transit Company,,Guatamala City - La Aurora,Douglas DC-6BF,N84BL,43739/279,3,0,3,3,0,3,24,The aircraft experienced engine failure on takeoff at about V2 and crashed into houses 8 km SE of the airport.,14.6222328,-90.5185188, Guatemala
5/10/1990,8:55,"Tuxtla-Gutierrez, Mexico",Avicsa,,Tapachula - Tuxtla-Gutierrez,Fairchild F-27,F-GHXA,101,40,35,5,20,15,5,0,"Crashed 3  miles short of the runway on approach, striking trees. The accident was attributed to a lack of coordination between the crew during the approach and their lack of experience on the type of aircraft.",16.753801,-93.115959, Mexico
5/11/1990,,"Near Wurzburg , Germany",Military - Luftwaffe,,,Transall C-160D,50-39,D61,10,0,10,10,0,10,0,During a low level flight the crew lost reference with the ground and crashed.,49.79245,9.932966, Germany
5/11/1990,,"Manila, Philippines",Philippine Air Lines,,Manila - Iloilo,Boeing B-737-3Y0,EI-BZG,24466,119,113,6,8,8,0,0,There was an explosion in the center fuel tank while the aircraft was being pushed back for flight. Ignition of vapors in the empty center tank probably resulted from faulty wiring. Several causes have been presumed including chafed insulation on the wiring for the center fuel tank float level switch and damaged insulation on the wiring of the nearby wing anti-ice valve.,14.5906216,120.9799696, Philippines
5/18/1990,6:25,"Manila, Philippines",Aerolift Philippines,75,Manila - Surigao City,Beechcraft 1900C-1,RP-C314,UC-46,21,19,2,21,19,2,4,"Crashed shortly after taking off. The aircraft never gained more than 400 feet in altitude and crashed into houses killing four people. Failure of the right engine, after which, the pilot  made an immediate right turn, stalled the aircraft and crashed. Failure to maintain adequate flying speed and altitude due to the pilot's inability to properly perform the specified emergency procedures following a malfunction of the right engine immediately after take off. Failure of the engine.",14.5906216,120.9799696, Philippines
6/6/1990,5:29,"Near Altamira, Brazil",TABA,,Belem - Altamira,Fairchild FH-227B,PT-ICA,570,42,39,3,23,21,2,0,"The pilot switched to VFR in IFR conditions, struck trees 1 km short of runway in heavy ground fog. Pilot error.",-3.204065,-52.209961, Brazil
6/6/1990,19:00,"Thistle Lake, Northwest Territory, Canada",Ptarmigan Airways,,,de Havilland Canada DHC-6 Twin Otter 300,C-FWAB,349,2,0,2,2,0,2,0,The cargo plane failed to gain altitude and crashed into a parked helicopter.,,,
6/10/1990,7:33,"Oxfordshire, England",British Airways,5390,"Birmingham, England - Malaga, Spain",BAC One-Eleven 528FL,G-BJRT,BAC 234,85,NULL,NULL,0,NULL,NULL,0,"While en route, at FL 173, a large section of windshield  fell away from the aircraft. The decompression pulled the captain out from under his seatbelt. Despite trying to hold onto the yoke, the captain was sucked out into the opening. A steward in the cockpit was able to grab hold of his legs. Another steward was able to strap himself into the vacant seat and aid in holding onto the captain's legs. The co-pilot wearing full restraints made an emergency landing at Southampton. The captain remained half way out of the aircraft for 15 minutes and suffered only frostbite and some fractures. Improper bolts used to replace the windshield two days earlier.",51.833333,-1.25, United Kingdom
7/5/1990,,"Near Port Morseby, New Guinea",Douglas Airways,,Port Moresby-Woitape,Britten-Norman 2B-21 Islander,P2-DNJ,857,12,11,1,8,7,1,0,Struck a ridge in poor weather 35km from Port Morseby while en route to Woltape.,,,
7/27/1990,,"Near Maymaneh, Afghanistan",Military - Afghan Republican Air Force,,,Mil Mi-8 (helicopter),,,30,25,5,30,25,5,0,Shot down by rebel forces.,35.9335385,64.7587432375375, Afghanistan
7/31/1990,,"Near Huanuco, Peru",Servicio Expresso Nacional,,,Beech King Air B90,OB-1362,LJ-0448,9,8,1,9,8,1,0,Crashed during an emergency landing.,-9.5,-75.833333, Peru
8/1/1990,11:10,"Stepanakert, Azerbaijan, USSR",Aeroflot,,Yerevan - Zvartnots,Yakovlev YAK-40,CCCP-87453,9431036,47,43,4,47,43,4,0,"The aircraft crashed into a cloud covered mountain at 2,520m, 22km from its destination.  Premature descent.",,,
8/10/1990,,"Near Shindand, Afghanistan",Military - Afghan Republican Air Force,,,Antonov AN-12,,,83,78,5,83,78,5,0,Crashed shortly after takeoff. Mechanical failure or possibly shot down.,33.254378,62.380804, Afghanistan
8/27/1990,1:00,"Elkhorn, Wisconsin",Private - Omniflight Helicopters,-,"Elkhorn, WI - Chicago, IL",Bell BHT-206-B Helicopter,N16933,23338,5,4,1,5,4,1,0,"Four helicopters were being used to night transport a concert group. The helicopter in question remained at a lower altitude and crashed into terrain soon after taking off into fog. Blues guitarist Stevie Ray Vaughan, 35 was killed. Eric Clapton was originally going to be on the helicopter but gave his seat to Vaughan. Failure of the pilot to attain adequate altitude before flying over rising terrain. Factors related to the accident were: darkness, fog, haze, rising terrain, and the lack of visual cues that were available to the pilot.",42.6727927,-88.5445447, United States
8/29/1990,0:34,"Near Kaiserslautern, Germany",Military - U.S. Air Force,,Ramstein AB - Rhein-Main AB,Lockheed C-5A,68-0228,31,17,9,8,13,6,7,0,"Just after taking off, the aircraft drifted to the left and clipped trees eventually crashing 3,000 ft. past the end of the runway. Possible inadvertent deployment of a thrust reverser.",49.4432174,7.7689951, Germany
9/3/1990,15:20,"Kaltag, Alaska",Frontier Flying Service,,"Nulato, AK - Kaltag, AK",Piper PA-31-325 Navajo,N59783,317612024,10,9,1,3,3,0,0,Crashed after loosing the No. 2 engine.Failure of the pilot to maintain adequate altitude after becoming distracted with an engine problem. Loss of power in the No. 2 engine for unknown reasons.,64.3276089,-158.7254198, United States
9/11/1990,15:30,"Off Newfoundland, Canada",Faucett,,Malta - Miami - ReykjavÃ­k - Gander,Boeing B-727-247,OB-1303,20266/760,18,15,3,18,15,3,0,The aircraft ran out of fuel and crashed into the sea. The last message that was heard from the crew was they were low on fuel and preparing to ditch.,49.4551415,-57.9698532, Canada
9/12/1990,,"Off Sondre Stromfjord, Greenland",Nuna Air,,Sondre Stomfjord - Goose Bay,Cessna 441 Conquest II,OY-CGM,229,8,6,2,8,6,2,0,"Crashed into the sea 80nm southwest of its departure point. According to ATC tapes, the crew was being incapacitated by hypoxia prior to crashing.",67.009959,-50.6922261, Greenland
9/14/1990,1:53,"Koltsovo, Russia",Aeroflot,,Volgograd - Sverdlovsk,Yakovlev YAK-42,CCCP-42351,1811379,128,122,6,4,3,1,0,"The aircraft undershot on approach and crashed 1,700m short of the runway.  It is reported that the crew, who was apparently fatigued, failed to correctly follow procedures. The accident happened at night.",54.9367736,83.187139, Russia
9/20/1990,19:40,"Off Fernando de Noronha, Brazil",SUDENE,,Fernando de Noronha -  Recife,Embraer 110P1 Bandeirante,PT-FAW,110368,12,10,2,12,10,2,0,"The predeparture check lists were carried out by the first officer, while the captain arrived late. The aircraft s taxied out immediately and it is presumed that the crew did not carry out the pretakeoff checklist. The airplane took off,  entered a steep climb and turned right. Shortly afterwards the plane dove into the sea. Both pilots had very little experience on Bandeirante planes.",-3.8561012,-32.4248189, Brazil
9/24/1990,7:02,"San Luis Obispo, California",HiTech Helicopters,,"Van Nuys, CA - San Luis Obispo, CA",Cessna 501 Citation,N79DD,500-0254,4,2,2,4,2,2,0,Crashed short of the runway into a Eucalyptus tree while making an approach to Runway 11 in heavy fog.  The pilot's improper IFR procedure. His failure to maintain the minimum descent altitude for the adverse weather was a related factor.,35.272584,-120.657094365302, United States of America
10/2/1990,9:15,"Guangzhou, China",China Southern Airlines / Xiamen Airlines,?/8301,Guangzhou - Shanghi,Boeing B-737-247 / Boeing B-757-21B,B-2812/B-2510,24758/282 / 23189/1072,226,205,21,128,121,7,0,"Shortly after taking off a hijacker entered the cockpit and demanded to be flown to Hong Kong. The captain circled for 30 minutes and after a struggle in the cockpit, attempted to land at Guangzhou, hitting the runway hard, clipping a B-707, crashing into a B-757, filpping over and bursing into flames. Eighty-two aboard the B-737 and 46 aboard the B-757 were killed. Later figures suggest the death toll was 132 and included the hijacker and driver of a vehicle.",23.1301964,113.2592945, China
10/3/1990,20:08,"Cape Canaveral, Florida",Eastern Air Lines,791,,McDonnell Douglas DC-9-31,N8923E,45838/104,97,91,6,1,1,0,0,The aircraft experienced severe turbulence after entering overhang of a thunderstorm at FL 310. Three passengers received serious injuries. One passenger died 20 days after the accident. Failure of the captain to follow procedures by allowing the aircraft to continue into the overhang anvil of a thunderstorm. Failure of the passengers to abide by instructions concerning the use of seat belts. Failure of the flight attendants to enforce the use of seat belts.,28.45077,-80.52662, United States
10/19/1990,15:25,"Near Bella Vista, Bolivia",BAFIN,,Bella Vista - La Paz,Douglas C-47B-40-DK,CP-735,15805/33553,4,2,2,4,2,2,0,Disappeared en route. Wreckage found 6 years later in the Andes.,-19.9029475,-65.6238034, Bolivia
10/24/1990,1:58,"Santiago de Cuba, Cuba",Cubana de Aviacion,2886,Camaguey - Santiago de Cuba,Yakovlev YAK-40,CU-T1202,9631449,31,24,7,11,9,2,0,Struck the ground 2.5 miles short of the runway at a high rate of speed in rain and reduced visibility. Pilot error. Continuing VFR flight in IFR conditions.,20.00652975,-75.7353421899639, Cuba
11/14/1990,19:11,"Stadelberg, Switzerland",Alitalia,404,Milano - ZÃ¼rich,McDonnell Douglas DC-9-32,I-ATJA,47641/746,46,40,6,46,40,6,0,"The aircraft continued to descend after intercepting the glide slope and hit high ground 6 miles from the airport. False indication of VHF NAV on unit No.1 in the aircraft. Possible misread altimeter by the pilot-in-command. Lack of GPWS warning in the cockpit. Crew was not aware of the possibility of incorrect indications in the NAV equipment in use. Non-compliance with basic procedural instructions during the approach. ATC  did not observe the leaving of the cleared altitude of 4,000 ft.",47.5280984,8.467585, Switzerland
11/18/1990,,"Near Medellin, Colombia",SATENA,,QuibdÃ³ - BogotÃ¡,CASA 212 Aviocar 200,FAC-1150,303,16,12,4,16,12,4,0,"Crashed into a jungle mountain, Mt. Los Farllones, in poor weather. Controlled flight into terrain.",6.2443382,-75.573553, Colombia
11/19/1990,14:00,"Near Ashkhabad, Turkmenistan, USSR",Aeroflot,,,Mil Mi-8T,CCCP-22389,7270,15,13,2,15,13,2,0,Crashed landed after experiencing severe turbulence and engine failure.,,,
11/21/1990,11:15,"Koh Samui, Thailand",Bangkok Airways,125,Bangkok - Koh Samui,de Havilland Canada DHC-8-103,OB-1358,T210-63675,38,33,5,38,33,5,0,"After receiving a runway change, the crew executed a missed approach.  They became confused on which way to go. They entered an area of clouds and heavy rain, became disoriented and descended in a left wing down attitude until they impacted the ground at a coconut plantation. The pilots experienced spatial disorientation which resulted in improper control of the aircraft. Numerous procedural errors and poor cockpit discipline by the crew. The pilot flew into weather conditions where he had no visual reference. Lack of cross-checking and monitoring of altitude. Improper monitoring the flight instruments.",9.50139445,99.9956192732, Thailand
11/25/1990,,"Off Ravenna, Italy",Eitos,,,Aerospatiale 330J Puma,I-EHPA,1133,13,12,1,13,12,1,0,The helicopter crashed into the sea during a storm.,44.4161414,12.2017617, Italy
12/3/1990,13:45,"Romulus, Michigan",Northwest Airlines/ Northwest Airlines,299/1482,Detroit - Pittsburg,Boeing B-727-251 / MD Douglas DC-9-14,N278US/N3313L, 21157 / 45708/77,198,186,12,8,7,1,0,Ground collision in dense fog. The 727 was on its takeoff roll when the DC-9 taxied onto the active runway. Improper crew coordination aboard the DC-9.  Failure to stop and alert ATC of positional uncertainty. Eight killed aboard the DC-9. None aboard the B-727.,42.2222614,-83.3965995, United States
12/4/1990,,"Nairobi, Kenya",Sudania Air Cargo,,Khartoum - Nairobi,Boeing B-707-320F,ST-SAC,19377/666,10,7,3,10,7,3,0,"Undershot the runway by 4km on a second approach, hit powerlines and crashed in fog.",-1.2832533,36.8172449, Kenya
12/6/1990,,"Near Matak, Indonesia",Pelita Air Service,,,IPTN 332C Super Puma,PK-PUI,NSP4/2022,12,NULL,NULL,10,NULL,NULL,0,The helicopter crashed into the sea.,3.3047906,106.261638353582, Indonesia
1/10/1991,18:00,"Near Paramo Mucuti, Venezuela",Military - Venezuelan Navy,,Caracas - Merida,CASA 212 Aviocar 200,ARV-0209,264,22,19,3,21,18,3,0,"Crashed into Paramo Mucuti Mountain, 35 miles from it's destination of Merida. The last message from the pilot was he was unable to land because of adverse weather conditions and was declaring an emergency. The flight was transporting a funeral party for a Navy flyer killed a few days before. The only survivor was another Navy flyer who had also survived the earlier accident.",,,
1/30/1991,13:00,"Jalaludin, Indonesia",Merpati Nusantara Airlines,,Manado - Gorontalo,CASA 212 Aviocar 200,PK-NCY,258/78N,21,18,3,1,1,0,0,The plane made a forced landing during poor weather conditions and crashed into trees on a ridge. All passengers survived but one elderly passenger died while waiting for rescue.,-3.6544306,103.775738, Indonesia
1/31/1991,,"Near Ras Al Khafji, Saudi Arabia",Lockheed AC-130H Hercules,,,Military - U.S. Air Force,69-6567,4341,14,0,14,14,0,14,0,Shot down by a surface-to-air missile during operation Desert Storm.,28.4225409,48.4927814, Saudi Arabia
2/1/1991,18:07,"LAX, Los Angeles, California",USAir / Skywest Airlines,1493/5569,Columbus - Los Angeles \  Los Angeles - Fresno,Boeing B-737-300 / Swearingen SA-227AC,N388US/N683AV,23310/1145 / AC-683,101,93,8,34,30,4,0,"The Skywest Metroliner was told to taxi into position for takeoff and hold. The ATC became preoccupied with another aircraft that departed the tower frequency. A Wings West aircraft reporting ""ready for takeoff"", caused some confusion because the controller didn't have a flight progress strip in front of her. The strip appeared to have been misfiled at the clearance delivery position. The USAir, which was cleared to land, struck the rear of the Metroliner. After the collision, both planes slid off the runway into an unoccupied fire station and burst into flames.The failure of the Los Angeles Air Traffic facility management to implement procedures that provided redundancy comparable to the requirements contained in the National Operational Position Standards and the failure of the FAA ATS to provide adequate policy direction and oversight to its ATC facility managers. These failures created an environment in the Los Angeles ATC tower that ultimately led to the failure of the  controller to maintain awareness of the traffic situation, culminating in the inappropriate clearances and the subsequent collision of the USAir and SkyWest aircraft. Twenty-two killed aboard the USAir and all 12 aboard the Metroliner. One additional person died 31 days after the accident making it 35 killed.",33.94216755,-118.421376298728, United States of America
2/5/1991,12:51,"Near Nea Ankhialos, Greece",Military - Hellenic Air Force,,Elefsis AB - Volos-NÃ©a Anchialos,Lockheed C-130H,748,4724,63,59,4,63,59,4,0,"The aircraft flew into the summit of Mt. .Othrys at 4,000 ft. while preparing to land at Nea Anghialos Airport.",39.280167,22.8186102, Greece
2/14/1991,,"Near Taisha, Ecuador",Military - Ecuadorean Air Force,,Macao - Taisha,de Havilland Canada DHC-6 Twin Otter 300,FAE447,832,22,19,3,22,19,3,0,"Crashed into the side of Mt. Paso Macunaa at 5,000 ft. in a jungle region of eastern Ecuador in poor weather. Controlled flight into terrain.",-2.3812385,-77.5087463, Ecuador
2/17/1991,0:20,"Cleveland, Ohio",Ryan International Airlines,590,Cleveland - Indianapolis,McDonnell Douglas DC-9-15RC,N565PC,47240/346,2,0,2,2,0,2,0,"The cargo plane stalled during takeoff cart wheeled and crashed. The failure of the flight crew to detect and remove ice contamination on the airplane's wings, which was largely a result of a lack of appropriate response by the Federal Aviation Administration, Douglas Aircraft Company, and Ryan International Airlines to the known effect that a minute amount of contamination has on the stall characteristics of the DC-9 series 10 airplane. The ice contamination led to wing stall and loss of control during the attempted takeoff.",41.5051613,-81.6934446, United States
2/20/1991,15:24,"Puerto Williams, Chile",LAN,,Punta Arenas - Puerto Williams,British Aerospace BAE-146-200A,CC-CET,E-2061,72,65,7,20,20,0,0,The plane overran the runway on approach and sank in Beagle Channel in the sea.,-54.9354961,-67.6067034, Chile
2/22/1991,,"Cazombo, Angola",Fuerza Area Angolaise,,Luena-Cazombo,Antonov AN-26,,,47,43,4,47,43,4,0,Shot down by surface-to-air missile launced by UNITA rebels.,-11.8921052,22.9001014, Angola
3/3/1991,9:44,"Near Colorado Springs, Colorado",United Air Lines,585,Denver - Colorado Springs,Boeing B-737-291,N999UA,22742/875,25,20,5,25,20,5,0,"While on final approach to Colorado Springs, the aircraft suddenly rolled to the right and pitched nose down until it reached an almost vertical attitude before hitting the ground. Uncommanded deflection of the rudder caused by the jamming of the main rudder PUC servo valve. The rudder malfunction forced the rudder to go in the opposite direction the pilots commanded it to go. First female pilot to die on the flight deck of a major U.S. airline.",38.8339578,-104.8253485, United States of America
3/5/1991,16:15,"La Puerta, Venezuela",Linea Aeropostal Venezolana,108,Maracaibo - Santa Barbara de Zulia,McDonnell Douglas DC-9-32,YV-23C,47720/846,45,40,5,45,40,5,0,The aircraft crashed into the Las Torres plateau in the Andes mountains on a flight from Maracaibo to Santa Barbara de Zulia. The mountain was shrouded in clouds. Controlled flight into terrain. The point of impact was considerably off course.,10.2274108,-69.4842128, Venezuela
3/16/1991,1:43,"San Diego, CA",Duncan Aircraft Sales,,"San Diego - Amarillo, TX  - Evansville, IN",Hawker-Siddeley DH-125-1A/522,N831LC,25095,10,8,2,10,8,2,0,"The aircraft hit rising terrain near the top of Mt. Otay, 8 miles NE of Brown Field at an elevation of 3,300 feet shortly after taking off. Improper planning/decision by the pilot. Failure of the crew to maintain proper altitude and clearance over mountainous terrain and the failure of the copilot to adequately monitor the progress of the flight. Seven members of the Reba McEntire band were killed.",32.7174209,-117.1627714, United States of America
3/16/1991,,"Malanje, Angola",Transafrik,,Luanda-Dundo,Lockheed L-100-30 Hercules,CP-1564,4833,9,6,3,9,6,3,0,The cargo plane was shot down by a surface-to-air missile.,-9.535332,16.9364293, Angola
3/21/1991,,"Ras-al-Mishab, Saudi Arabia",Military - Royal Saudi Air Force,,Koweit City-Ras-al-Mishab-Dakar,Lockheed C-130H,469,4754,98,92,6,98,92,6,0,Crashed while attempting to land in poor visibility caused by oil fires during the Persian Gulf War.,28.192222,48.634444, Saudi Arabia
3/21/1991,2:15,"Off San Diego, California",Military - U.S. Navy / Military -  U.S. Navy,,,Lockheed P-3C / Lockheed P-3C,158930/159325,185-5602 /185-5615,27,NULL,NULL,27,NULL,NULL,0,"The two aircraft collided at an altitude of 3,000 ft. while conducting training exercises off the coast of southern California.  Both planes crashed into the sea. Loss of situational awareness, one crew misunderstanding the others intentions or a previous understanding made by radio contact may have led to the accident. Thirteen aboard 159325 and 14 aboard 158930 were killed.",32.7174209,-117.1627714, United States of America
3/23/1991,11:37,"Navoi,  Uzbekistan",Aeroflot,,Trashkent - Navoi,Antonov AN-24B,CCCP-46472,27307910,63,59,4,34,30,4,0,The aircraft overran the runway and crashed into concrete blocks. Crew error. Did not follow proper procedures during landing.,40.1034582,65.3734221, Uzbekistan
3/25/1991,8:15,"Near Bangalore, India",Military - Indian Air Force,,Yellahanka-Yellahanka,Hindustan Aeronautics 748-2,H1513,551,28,25,3,28,25,3,0,The plane climbed to an altitude of 150 ft. and then crashed into the ground about half-a-mile from the airport. Engine failure.,12.9791198,77.5912997, India
4/4/1991,12:10,"Marion, Pennsylvania",Private,,"Williamsport, PA  - Philadelphia, PA",Piper Aerostar 601 / Bell 412SP,N3645D / N78S,6108448162153/0151,5,4,1,5,4,1,2,"When the plane's nose gear indicator light did not illuminate a helicopter was dispatched to verify the nose gear was down. While making the inspection, the helicopter's blades accidentally hit the bottom of the plane sending both aircraft into the ground, killing all aboard both aircraft. Pennsylvania Senator H. John Heinz III was killed in the crash along with two children playing outside an elementary school. Two killed aboard the Bell and 3 aboard the Piper. The poor judgment by the captain of the airplane to permit the in-flight inspection after he had determined to the best of his ability that the nose landing gear was fully extended. The poor judgment of the captain of the helicopter to conduct the inspection and the failure of the flight crew of the helicopter to maintain safe separation.",39.8573144,-77.6952703, United States
4/4/1991,13:40,"Lake Thutade, Canada",Central Mountain Air Services,,Sturdee - Smithers,Douglas C-47B-15-DK,C-FQNF,26643,7,4,3,6,3,3,0,"The plane crash landed on a frozen lake after the crew flighing VFR, entered a snow storm.",55.6770286,-124.4312024, Canada
4/5/1991,14:51,"Brunswick, Georgia",Atlantic Southeast Airlines,2311,Atlanta - Brunswick,Embraer 120RT- Brasilia,N270AS,120-218,23,20,3,23,20,3,0,"Just after turning onto final approach, the aircraft suddenly rolled left until the wings were perpendicular to the ground and crashed in a nose down attitude 2 miles short of  the runway. Malfunction of the left engine propeller control unit which allowed the propeller blade angle to go below the flight idle position. Contributing to the accident was the deficient design of the propeller control unit by Hamilton Standard and the approval of the design by the FAA . Texas Senator John Tower, 66, his daughter and astronaut Manley ""Sonny"" Carter were among those killed.",31.1499528,-81.4914894, United States
4/19/1991,11:56,"Off Nuka Hiva, French Polynesia",Air Tahiti,,Hiva Ou - Nuku Hiva,Dornier Do-228-212,F-OHAB,8196,22,19,3,11,10,1,0,Crashed into the sea after taking off from Hiva Ou and experiencing engine failure. The crew didn't recognize the failure and concentrated on the low oil pressure warning. The approach was abandoned at the very last moment it was decided to carry out an unprepared ditching. The crew's performance may have been impacted by alcohol consumption.,,,
5/9/1991,2:37,"Sulawesi, Indonesia",Merpati Nusantara Airlines,7533,Ambon - Ternate - Manado,Fokker F-27 Friendship 600,PK-MFD,10399,13,8,5,13,8,5,0,Crashed into Mt. Klabat in heavy fog while descending for a landing.,-1.9758004,120.294885583995, Indonesia
